accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays
48,1,5.034622,paypal,47.9840277778
150,1,3.954522,creditcard,0.0
1945,1,4.745402,creditcard,0.0118055555556
10,1,4.886641,creditcard,0.0
2,1,4.52458,storecredit,1.53541666667
466,1,4.748314,creditcard,38.6013888889
2000,1,5.034622,paypal,0.0
907,1,4.921349,paypal,0.00208333333333
2000,1,4.921349,creditcard,0.171527777778
2,1,4.921318,paypal,0.0
48,1,5.017904,creditcard,0.0
158,1,5.017904,creditcard,0.00208333333333
12,1,4.921349,storecredit,0.0
1630,1,4.836982,creditcard,665.778472222
1987,1,5.040929,creditcard,580.974305556
2000,1,5.040929,creditcard,0.0
2,1,4.745402,paypal,1.75208333333
1361,1,4.745402,creditcard,0.0
2000,1,4.461622,storecredit,0.000694444444444
42,1,4.895263,creditcard,41.86875
910,1,5.040929,creditcard,539.9875
877,1,4.748314,creditcard,655.0125
2000,1,3.954522,paypal,439.065277778
215,1,3.954522,creditcard,214.427083333
1464,1,4.876771,creditcard,967.006944444
1026,1,5.034622,creditcard,47.8381944444
2000,1,4.962055,paypal,0.0
2000,1,4.962055,creditcard,0.0
814,1,4.836982,creditcard,0.0
45,1,4.748314,paypal,0.0
1055,1,4.52458,paypal,1.06736111111
112,1,4.962055,paypal,0.0138888888889
3,1,2.94894,creditcard,0.0
134,1,4.921349,creditcard,0.0
118,1,5.034622,storecredit,117.228472222
1790,1,3.954522,creditcard,0.0
899,1,4.895263,creditcard,883.713194444
1447,1,3.483951,creditcard,0.0
133,1,3.066058,creditcard,132.731944444
792,1,4.505662,paypal,0.0
2000,1,5.017904,paypal,89.9722222222
30,1,4.965339,paypal,29.1208333333
2,1,4.895263,storecredit,1.91597222222
5,1,4.52458,paypal,4.79513888889
1754,1,4.921318,paypal,0.00416666666667
2000,1,4.921318,creditcard,0.922222222222
887,1,5.040929,creditcard,107.378472222
2000,1,4.836982,creditcard,139.673611111
11,1,4.52458,paypal,10.5722222222
2000,1,3.483951,creditcard,0.0
2000,1,4.876771,creditcard,1367.44861111
145,1,4.748314,creditcard,0.0166666666667
2000,1,4.965339,creditcard,479.024305556
2000,1,5.017904,creditcard,1.09652777778
41,1,4.886641,creditcard,40.8173611111
2000,1,4.836982,paypal,1776.90625
2000,1,4.895263,creditcard,64.6180555556
2000,1,4.836982,creditcard,0.0
116,1,4.886641,creditcard,0.0
2,1,3.483951,paypal,1.60833333333
28,1,5.017904,creditcard,0.0
1019,1,5.040929,creditcard,0.0
1979,1,2.596228,creditcard,213.039583333
863,1,4.921318,creditcard,0.0
79,1,4.962055,creditcard,0.0
1554,1,4.962055,creditcard,784.038194444
2000,1,5.040929,storecredit,53.0965277778
122,1,4.895263,creditcard,0.00277777777778
113,1,4.745402,paypal,77.0090277778
18,1,4.965339,creditcard,16.0625
2000,1,4.745402,paypal,0.0
1873,1,4.962055,creditcard,0.973611111111
1993,1,5.034622,creditcard,0.0
3,1,5.034622,creditcard,0.000694444444444
1990,1,4.057414,creditcard,18.1729166667
2000,1,4.505662,creditcard,0.0
1648,1,5.034622,creditcard,0.0
247,1,4.921318,creditcard,246.109722222
45,1,4.876771,creditcard,0.0
213,1,4.921318,creditcard,0.0
6,1,4.748314,creditcard,5.65625
1051,1,4.921349,creditcard,0.796527777778
2000,1,5.034622,creditcard,2.94930555556
12,3,5.034622,creditcard,0.0
52,1,4.52458,creditcard,0.0
2,1,4.057414,creditcard,1.525
22,1,4.742303,creditcard,21.6881944444
2000,1,4.52458,creditcard,750.471527778
335,1,4.876771,storecredit,0.0
2,1,4.742303,creditcard,1.85555555556
1933,1,4.965339,creditcard,216.272916667
44,1,4.836982,creditcard,0.0
86,1,4.921349,paypal,0.0
741,1,4.461622,creditcard,0.0
5,1,3.066058,creditcard,0.00138888888889
2000,1,4.461622,creditcard,0.0
2,1,4.745402,creditcard,0.0
1297,1,4.52458,paypal,0.0
30,1,4.886641,paypal,0.0
2,1,4.748314,paypal,0.0
2000,1,4.886641,paypal,0.0
2000,1,4.921318,creditcard,934.250694444
1014,1,4.965339,paypal,0.0
61,1,4.921318,creditcard,0.0
2000,1,3.954522,creditcard,0.000694444444444
2000,1,4.895263,paypal,0.0
2000,1,4.505662,storecredit,0.411111111111
154,1,4.876771,creditcard,0.0
237,1,5.034622,paypal,0.0
1288,1,5.017904,creditcard,0.0
2000,1,4.921349,creditcard,81.6368055556
17,1,4.52458,creditcard,0.00347222222222
26,1,4.895263,storecredit,0.0
1695,1,4.748314,creditcard,376.911111111
587,1,4.921349,creditcard,0.0
1,1,5.034622,creditcard,0.0
2000,1,4.921349,creditcard,996.805555556
166,1,2.94894,creditcard,165.621527778
2000,1,4.876771,creditcard,395.83125
2000,1,4.895263,creditcard,1637.53125
169,1,4.52458,paypal,0.0
2000,1,5.034622,creditcard,144.395833333
816,1,3.066058,creditcard,290.818055556
351,1,4.921349,creditcard,59.2472222222
2000,2,4.921349,creditcard,613.190972222
2,1,4.962055,creditcard,1.80694444444
1606,1,4.962055,paypal,9.96111111111
2000,1,4.886641,creditcard,0.0
2,1,4.921349,paypal,1.06736111111
113,1,5.034622,creditcard,1.30069444444
79,1,4.745402,paypal,0.0
3,1,4.057414,creditcard,2.60069444444
2000,1,4.886641,creditcard,0.0
43,1,4.505662,creditcard,2.97847222222
437,1,4.962055,storecredit,0.111111111111
83,2,4.836982,creditcard,80.0680555556
1975,1,4.962055,creditcard,426.844444444
964,1,4.836982,creditcard,0.0715277777778
359,1,4.895263,creditcard,0.0
837,1,5.034622,creditcard,0.0
6,1,4.742303,creditcard,5.00625
89,1,4.52458,creditcard,88.1444444444
675,1,5.034622,storecredit,0.000694444444444
2000,1,5.017904,creditcard,0.0
1547,1,4.505662,creditcard,0.0
2000,1,4.836982,paypal,253.856944444
1869,1,4.921318,creditcard,0.00902777777778
302,1,4.742303,creditcard,0.0
8,1,5.017904,creditcard,0.0
185,1,4.921318,creditcard,184.834722222
1,1,3.954522,creditcard,0.0
13,1,4.836982,creditcard,0.0
254,1,5.040929,creditcard,147.378472222
397,1,4.921318,paypal,0.000694444444444
55,1,4.921349,creditcard,54.1930555556
931,1,4.921349,creditcard,0.0
899,1,4.748314,creditcard,0.0
16,1,3.575983,storecredit,8.04305555556
2000,1,3.483951,paypal,56.6756944444
49,1,5.040929,paypal,0.0
687,1,4.52458,creditcard,0.0
1762,1,5.040929,paypal,2.01597222222
11,1,4.876771,creditcard,0.0
213,1,4.921318,paypal,7.19097222222
120,1,4.505662,creditcard,0.0
207,1,4.965339,creditcard,0.0
6,1,4.52458,creditcard,0.00347222222222
2000,1,4.921318,paypal,20.25625
2000,1,4.057414,creditcard,1.33333333333
2000,1,4.836982,paypal,0.00555555555556
444,1,4.965339,creditcard,0.0
3,1,4.057414,creditcard,2.14652777778
261,1,4.962055,paypal,0.0
964,1,4.921318,creditcard,140.961111111
9,1,4.876771,storecredit,0.00208333333333
140,1,4.745402,creditcard,0.0
327,1,4.965339,creditcard,0.00277777777778
83,2,4.965339,creditcard,82.8486111111
12,2,4.921318,paypal,2.32013888889
837,2,4.836982,creditcard,0.00347222222222
1,1,5.017904,paypal,0.0
90,1,4.52458,creditcard,89.1229166667
7,1,4.886641,creditcard,6.60555555556
72,1,4.52458,paypal,71.0479166667
1617,1,4.965339,creditcard,26.8201388889
1015,1,5.034622,creditcard,0.000694444444444
957,1,4.965339,creditcard,0.0
752,1,4.742303,creditcard,0.4125
1227,1,4.965339,creditcard,87.9694444444
1846,1,5.040929,creditcard,1020.11736111
131,1,4.745402,storecredit,0.0
2,1,4.895263,paypal,1.36944444444
631,1,4.876771,creditcard,0.0
1826,1,4.921349,paypal,0.0208333333333
913,1,4.965339,creditcard,741.361111111
3,1,4.886641,creditcard,0.00138888888889
569,1,4.057414,creditcard,3.07083333333
2000,1,4.745402,creditcard,0.0
637,1,5.034622,paypal,0.0
2000,1,4.836982,creditcard,12.6861111111
2000,1,4.921318,creditcard,1.10486111111
1700,1,4.505662,storecredit,0.0
13,1,5.040929,paypal,0.000694444444444
637,2,4.836982,creditcard,166.045138889
52,1,4.962055,creditcard,0.00486111111111
861,1,5.017904,creditcard,0.0
59,1,4.876771,creditcard,0.0
2000,1,4.52458,paypal,0.00138888888889
85,1,4.895263,paypal,84.8444444444
2000,1,4.505662,creditcard,0.0
1402,1,4.895263,creditcard,0.0
35,1,4.748314,creditcard,0.000694444444444
921,1,4.876771,creditcard,16.1527777778
9,1,4.52458,creditcard,8.07777777778
1262,1,4.965339,paypal,0.0
143,1,4.836982,creditcard,109.743055556
48,1,4.921318,creditcard,0.0
1654,1,4.962055,paypal,0.0
5,1,4.742303,creditcard,0.000694444444444
4,1,4.876771,creditcard,3.09583333333
41,1,4.057414,paypal,0.00555555555556
49,1,4.52458,creditcard,0.0
4,1,4.895263,storecredit,0.000694444444444
381,1,5.017904,creditcard,0.00138888888889
197,1,3.483951,paypal,157.432638889
68,1,3.066058,creditcard,0.0
1,1,4.748314,creditcard,0.0
73,1,4.745402,storecredit,33.6895833333
2000,1,4.921318,creditcard,4.96111111111
2000,1,4.895263,paypal,2.78194444444
1171,1,4.745402,creditcard,0.0
2000,1,4.962055,creditcard,242.90625
1975,1,4.965339,creditcard,0.0270833333333
1930,1,3.575983,paypal,0.0118055555556
1535,1,4.921318,creditcard,0.0
2000,1,4.921318,creditcard,626.949305556
867,1,4.742303,creditcard,0.0
423,1,4.962055,creditcard,0.0
2000,1,3.483951,creditcard,1292.40069444
2,1,4.876771,paypal,1.90625
170,1,4.52458,creditcard,0.0
18,1,4.921349,creditcard,17.0520833333
2000,1,4.921349,creditcard,193.109027778
1327,1,4.962055,creditcard,0.0
2000,1,4.876771,creditcard,152.088888889
2000,1,4.962055,creditcard,31.0173611111
42,1,4.886641,paypal,0.0
2000,2,4.886641,paypal,0.000694444444444
529,1,4.962055,paypal,0.0
1,1,4.876771,creditcard,0.0
3,1,5.040929,creditcard,0.0
2000,1,5.040929,creditcard,211.173611111
33,1,4.742303,storecredit,0.000694444444444
2000,1,5.017904,paypal,0.0
1145,1,5.040929,paypal,150.832638889
1589,1,4.745402,storecredit,0.0
2000,1,4.505662,creditcard,3.37083333333
221,1,3.066058,creditcard,220.580555556
2000,1,3.483951,creditcard,0.00138888888889
1007,1,4.965339,paypal,0.0
742,1,4.965339,creditcard,208.25625
773,1,4.742303,creditcard,337.750694444
149,1,4.876771,creditcard,0.0
2000,1,4.745402,creditcard,948.901388889
716,1,5.017904,paypal,0.0
1398,1,4.876771,creditcard,0.0
987,1,5.034622,creditcard,0.0
21,1,5.040929,creditcard,0.0
2000,1,5.034622,paypal,0.00416666666667
124,1,4.962055,creditcard,11.7041666667
849,1,4.965339,paypal,0.0
30,1,4.886641,creditcard,0.0
836,1,4.748314,paypal,0.000694444444444
2000,1,3.483951,creditcard,0.000694444444444
32,1,4.52458,creditcard,0.00208333333333
873,1,4.745402,creditcard,167.572222222
1261,1,4.886641,creditcard,397.859027778
2000,1,5.034622,creditcard,122.921527778
45,1,4.52458,creditcard,44.2284722222
603,1,4.962055,creditcard,0.0
1163,1,4.965339,creditcard,0.00347222222222
704,1,4.742303,creditcard,0.0
64,1,4.745402,creditcard,0.0
1981,1,5.017904,creditcard,251.133333333
153,1,5.017904,creditcard,137.870138889
655,1,4.748314,creditcard,0.0
444,1,4.745402,creditcard,0.0
604,2,4.505662,paypal,2.29513888889
45,1,4.745402,creditcard,0.0
117,1,4.742303,creditcard,116.966666667
2000,1,5.017904,creditcard,89.9604166667
171,1,4.748314,creditcard,0.0
40,2,4.52458,creditcard,39.5013888889
13,1,4.505662,creditcard,12.7041666667
928,1,5.040929,creditcard,0.0
693,1,5.017904,paypal,0.0
222,1,4.505662,creditcard,202.024305556
2000,1,5.017904,creditcard,479.310416667
1519,1,5.040929,creditcard,1121.25833333
2000,1,4.965339,creditcard,5.22013888889
93,1,4.52458,creditcard,92.5111111111
417,1,4.876771,paypal,0.000694444444444
2000,1,4.965339,creditcard,965.03125
3,1,4.895263,paypal,2.30625
149,1,4.742303,creditcard,148.813194444
64,1,5.034622,paypal,0.0
89,1,4.921318,creditcard,88.95
2,1,4.965339,paypal,1.37430555556
51,1,3.954522,creditcard,0.0
2000,1,4.505662,paypal,241.209027778
2000,1,4.886641,creditcard,14.8652777778
324,1,4.921349,creditcard,0.0
2000,1,4.921318,paypal,422.002777778
5,1,4.965339,creditcard,0.0
413,1,5.040929,paypal,0.0
73,1,4.836982,creditcard,0.0
1533,1,4.836982,paypal,0.0
721,1,4.745402,creditcard,0.0
114,1,4.895263,creditcard,113.921527778
577,1,5.040929,creditcard,0.0
515,1,3.954522,storecredit,0.00208333333333
767,1,4.745402,creditcard,0.0
31,1,5.034622,creditcard,0.0
9,1,4.965339,paypal,0.0
1646,2,4.921318,paypal,138.592361111
3,1,4.748314,creditcard,2.05138888889
2000,1,4.921318,creditcard,359.190277778
3,1,4.895263,creditcard,2.73680555556
1,1,2.596228,paypal,0.0
1010,1,4.921349,paypal,0.0
1734,1,4.836982,creditcard,0.000694444444444
664,1,4.748314,creditcard,0.00208333333333
155,1,4.057414,creditcard,0.0
2000,1,4.965339,creditcard,0.00555555555556
2000,1,4.962055,creditcard,966.811111111
511,1,4.876771,creditcard,0.0
2000,1,3.483951,creditcard,0.45
880,2,5.017904,creditcard,0.0
2000,1,4.461622,creditcard,1.53680555556
2000,1,4.52458,storecredit,140.738194444
1272,2,4.52458,creditcard,0.000694444444444
655,1,5.040929,storecredit,0.0
882,1,4.921349,creditcard,881.481944444
2000,1,4.461622,creditcard,0.00486111111111
1011,1,4.895263,paypal,0.0
152,1,5.034622,creditcard,0.000694444444444
1682,1,5.017904,creditcard,0.0
111,1,4.52458,paypal,110.385416667
210,1,4.876771,creditcard,0.0
539,1,4.836982,creditcard,377.792361111
573,1,4.745402,creditcard,0.0
35,1,5.034622,creditcard,0.00208333333333
9,1,5.040929,creditcard,7.54513888889
2000,1,4.876771,creditcard,0.00277777777778
939,1,5.040929,creditcard,73.7631944444
183,1,4.921318,creditcard,0.0
2000,1,4.921318,paypal,123.825
2000,1,5.040929,creditcard,46.1756944444
284,1,4.962055,creditcard,0.00138888888889
2,1,4.895263,creditcard,1.07222222222
484,1,4.745402,creditcard,0.0
283,1,4.886641,creditcard,0.0
2000,1,5.034622,creditcard,0.0
2000,1,4.921318,paypal,0.0
958,1,4.742303,storecredit,927.713194444
140,1,4.745402,creditcard,0.0
9,1,4.836982,creditcard,8.10069444444
485,2,4.886641,creditcard,249.747222222
147,1,4.505662,creditcard,146.486111111
45,1,4.965339,creditcard,0.00138888888889
1015,1,4.921318,paypal,0.0
457,1,4.886641,creditcard,448.777777778
2000,1,4.962055,creditcard,227.190972222
9,2,4.965339,paypal,8.02430555556
2,1,5.034622,creditcard,0.0
28,1,4.921349,creditcard,0.0
2000,1,4.742303,creditcard,0.664583333333
4,1,5.034622,creditcard,0.0
2000,1,4.742303,creditcard,713.5875
1223,1,5.034622,paypal,1192.01736111
2000,1,4.921318,creditcard,0.00416666666667
305,1,5.017904,paypal,0.0
2000,1,4.886641,creditcard,0.000694444444444
788,1,4.836982,creditcard,0.838888888889
116,1,4.965339,paypal,0.00277777777778
138,1,4.921349,creditcard,0.0
2000,1,5.017904,creditcard,205.386111111
2,1,5.040929,creditcard,0.0
10,1,5.040929,creditcard,0.0
1713,1,4.057414,creditcard,0.0
166,1,4.876771,creditcard,2.14166666667
135,1,4.921349,creditcard,0.0
302,1,4.836982,creditcard,222.098611111
257,1,4.921318,storecredit,0.0
1262,10,3.066058,creditcard,887.300694444
74,1,4.836982,creditcard,73.88125
2000,1,4.836982,paypal,0.0
441,1,3.954522,paypal,193.968055556
204,1,5.017904,paypal,129.803472222
520,1,4.461622,creditcard,519.757638889
156,1,4.962055,paypal,155.063888889
1296,1,4.962055,creditcard,0.0
288,1,4.921349,creditcard,0.0
2000,1,5.040929,creditcard,1.22569444444
571,1,5.034622,creditcard,10.0708333333
2000,1,4.876771,creditcard,0.0
91,1,4.921349,creditcard,0.0
2000,1,4.921318,creditcard,0.000694444444444
166,1,4.748314,paypal,40.7527777778
2000,1,4.962055,creditcard,0.765972222222
558,1,4.895263,creditcard,75.8763888889
23,1,4.886641,paypal,0.0
2000,1,2.596228,creditcard,561.5
2000,2,4.876771,paypal,0.0
632,1,4.876771,creditcard,0.00208333333333
1272,1,4.876771,creditcard,226.055555556
2000,1,4.921318,paypal,677.974305556
142,1,4.962055,creditcard,0.0
1568,1,5.034622,creditcard,1155.32916667
403,1,5.034622,creditcard,0.0
20,1,4.745402,creditcard,0.0
305,1,4.748314,creditcard,274.013888889
881,1,4.886641,paypal,218.716666667
79,1,5.034622,creditcard,0.0
1230,1,4.962055,creditcard,0.0
360,1,5.017904,paypal,0.0
923,1,5.040929,storecredit,0.0
135,1,4.876771,paypal,134.110416667
835,1,4.962055,creditcard,834.24375
273,1,4.965339,paypal,0.0
7,1,4.965339,storecredit,0.000694444444444
986,1,4.921349,creditcard,0.0
1277,1,3.575983,creditcard,722.10625
131,1,5.034622,creditcard,130.228472222
1903,1,2.596228,creditcard,0.0229166666667
31,1,4.895263,creditcard,30.8506944444
1595,1,4.962055,creditcard,0.00208333333333
206,3,4.745402,creditcard,0.0
2000,1,5.017904,storecredit,0.00486111111111
2000,1,5.034622,creditcard,5.46875
1,1,4.057414,creditcard,0.00138888888889
1263,1,4.836982,storecredit,526.028472222
1391,1,3.575983,creditcard,0.00138888888889
1293,1,4.505662,storecredit,1243.32013889
1962,1,4.886641,creditcard,0.000694444444444
963,1,4.876771,storecredit,0.0
314,1,5.017904,paypal,256.993055556
2000,1,4.886641,paypal,2.86527777778
1706,1,4.962055,creditcard,0.0
849,1,4.52458,paypal,171.020138889
543,1,5.017904,creditcard,0.0
87,1,4.52458,creditcard,86.0
1880,1,4.505662,creditcard,1049.11666667
128,3,5.034622,creditcard,127.029861111
2000,1,4.836982,creditcard,0.0
984,1,4.505662,creditcard,896.264583333
713,1,4.921349,paypal,0.00347222222222
57,1,5.034622,creditcard,0.000694444444444
223,1,4.748314,creditcard,0.0
2000,1,4.886641,creditcard,717.940277778
28,1,2.596228,creditcard,0.0
1671,1,4.895263,creditcard,0.0
18,1,5.034622,creditcard,17.3736111111
140,1,4.52458,creditcard,139.6375
2000,1,4.886641,creditcard,853.858333333
337,1,4.748314,creditcard,233.884722222
234,1,4.505662,creditcard,0.0
1568,1,4.505662,paypal,12.0104166667
112,1,4.52458,creditcard,111.259027778
11,1,4.921318,creditcard,0.0
112,1,5.040929,creditcard,108.072916667
6,1,5.034622,paypal,5.9
8,1,4.962055,creditcard,0.0
119,1,4.895263,creditcard,0.0
1225,2,5.040929,creditcard,0.00763888888889
240,1,5.017904,paypal,0.568055555556
2000,1,4.895263,creditcard,0.0
92,1,4.876771,paypal,2.55138888889
1,1,4.748314,creditcard,0.0
1643,1,4.52458,storecredit,742.648611111
72,1,4.965339,creditcard,71.3534722222
92,1,4.836982,paypal,91.6284722222
10,1,4.876771,creditcard,9.77708333333
2000,1,4.52458,paypal,1180.15138889
81,1,4.895263,paypal,0.0
13,1,4.921318,creditcard,12.9326388889
47,1,4.921318,creditcard,40.0083333333
75,1,4.52458,creditcard,0.147916666667
1145,1,4.895263,creditcard,0.0
446,1,4.886641,creditcard,0.00138888888889
2,1,4.745402,creditcard,1.79027777778
638,1,4.057414,storecredit,69.2590277778
822,1,4.876771,creditcard,784.795833333
1482,1,3.575983,creditcard,112.14375
1344,1,4.921349,creditcard,390.704861111
3,1,4.505662,creditcard,0.0104166666667
1773,1,4.965339,creditcard,0.0
2000,1,5.034622,paypal,0.0
2,1,4.886641,creditcard,0.0
1,1,4.057414,creditcard,0.0
18,1,4.505662,paypal,17.05
2000,1,5.040929,creditcard,0.133333333333
756,1,4.745402,creditcard,633.464583333
468,1,4.836982,creditcard,0.0
847,2,4.505662,creditcard,775.428472222
60,1,4.921349,paypal,0.0
777,1,4.748314,paypal,0.0
227,1,4.962055,creditcard,0.00138888888889
472,1,5.034622,creditcard,471.288194444
1631,1,5.040929,creditcard,375.017361111
588,1,4.921349,creditcard,320.199305556
2000,1,4.921349,creditcard,1380.74166667
47,1,4.505662,creditcard,0.0
846,1,3.954522,creditcard,30.8430555556
20,1,4.742303,creditcard,19.9847222222
2,1,4.505662,creditcard,1.15138888889
21,3,4.921349,creditcard,0.0
2,1,5.040929,creditcard,0.0111111111111
310,1,4.921318,creditcard,0.00277777777778
1506,1,4.461622,creditcard,0.0
282,1,4.886641,creditcard,281.468055556
1564,1,3.954522,paypal,0.0
1817,1,4.965339,creditcard,0.0798611111111
377,1,4.745402,creditcard,0.809027777778
785,1,4.742303,creditcard,0.0
810,1,4.921349,creditcard,112.072222222
966,1,4.921349,creditcard,0.0
24,1,5.017904,creditcard,0.0
120,1,4.836982,creditcard,119.19375
2000,1,4.895263,creditcard,0.000694444444444
1719,1,5.034622,creditcard,1.09652777778
1847,1,4.836982,creditcard,395.696527778
1049,1,5.034622,creditcard,0.0222222222222
2000,2,3.483951,paypal,313.466666667
1914,1,4.461622,paypal,75.9993055556
1711,1,5.034622,creditcard,485.049305556
2000,1,4.921349,paypal,0.0
2000,1,4.921349,creditcard,169.33125
448,1,4.886641,paypal,0.0
2000,1,3.954522,paypal,0.0
2000,1,4.836982,creditcard,2.94652777778
739,1,4.748314,storecredit,738.084722222
2000,1,4.057414,paypal,0.0
855,1,4.742303,creditcard,796.043055556
7,1,4.52458,creditcard,6.73541666667
343,1,4.965339,storecredit,247.261111111
145,1,4.962055,paypal,56.2090277778
92,1,5.040929,paypal,0.00416666666667
2000,1,5.034622,creditcard,0.0
1,1,2.596228,creditcard,0.0
180,1,4.886641,creditcard,0.0
2000,1,4.742303,creditcard,32.9805555556
1,1,4.921318,creditcard,0.0
114,10,4.748314,creditcard,113.091666667
28,1,5.040929,creditcard,0.0
1966,1,5.040929,creditcard,0.0
142,1,4.742303,creditcard,0.0
159,1,4.965339,paypal,0.831944444444
2000,6,4.886641,creditcard,139.805555556
10,1,4.836982,creditcard,9.85208333333
23,1,3.483951,creditcard,22.1715277778
821,1,4.836982,storecredit,0.0
16,1,4.745402,creditcard,15.9659722222
41,2,4.52458,creditcard,40.5902777778
46,1,4.965339,creditcard,45.3805555556
2000,7,4.748314,creditcard,0.00972222222222
132,1,4.886641,paypal,0.0
2000,1,4.965339,creditcard,45.9027777778
2000,1,4.965339,creditcard,449.363194444
171,1,4.886641,paypal,0.815277777778
2000,1,4.745402,creditcard,2.91041666667
1744,1,4.505662,creditcard,947.04375
2000,1,4.965339,creditcard,0.0
2000,1,5.040929,paypal,3.31388888889
31,1,4.876771,creditcard,30.1194444444
2000,1,4.057414,paypal,0.0
1016,1,5.017904,creditcard,979.202083333
2000,1,4.742303,creditcard,0.0256944444444
840,1,3.483951,creditcard,0.0
138,1,4.52458,storecredit,137.622222222
862,1,5.040929,paypal,684.418055556
2,1,4.921349,creditcard,1.96736111111
52,2,4.876771,creditcard,1.80694444444
98,1,5.034622,paypal,0.0
47,1,4.52458,creditcard,46.1493055556
480,1,3.483951,creditcard,0.0
1089,1,4.886641,creditcard,0.0
2000,1,4.745402,creditcard,1214.78680556
3,1,4.52458,creditcard,2.16736111111
1508,1,4.742303,storecredit,0.0
2000,1,5.017904,creditcard,544.838888889
12,1,4.886641,creditcard,11.0166666667
16,5,4.895263,creditcard,15.0555555556
862,1,4.876771,creditcard,0.0868055555556
2000,1,5.017904,creditcard,688.077083333
194,1,4.886641,creditcard,193.871527778
307,1,4.962055,paypal,0.0
32,1,4.52458,paypal,0.0
2,1,4.876771,creditcard,0.000694444444444
2000,1,4.895263,storecredit,0.0
2000,1,4.748314,creditcard,0.0
2,1,4.836982,creditcard,1.80555555556
246,1,4.461622,creditcard,122.369444444
10,1,4.52458,creditcard,9.02013888889
2000,1,4.886641,creditcard,124.700694444
1722,1,5.017904,creditcard,0.00208333333333
3,1,4.886641,creditcard,0.0
2000,1,4.742303,creditcard,0.00277777777778
716,1,5.040929,creditcard,226.045833333
383,1,4.886641,creditcard,0.0
121,1,4.876771,paypal,0.0
1,1,4.748314,creditcard,0.00277777777778
2000,1,5.034622,creditcard,0.0
21,1,4.895263,creditcard,0.0
1701,1,4.921349,paypal,0.00208333333333
18,1,4.895263,storecredit,0.000694444444444
337,1,4.965339,creditcard,0.00277777777778
16,1,5.034622,creditcard,3.09236111111
126,1,4.836982,storecredit,0.0
426,1,4.745402,storecredit,342.771527778
3,1,4.745402,creditcard,0.0
870,1,4.742303,creditcard,0.0
344,1,4.876771,creditcard,0.05
21,1,5.017904,creditcard,20.1513888889
111,1,4.921318,paypal,0.0
42,1,4.895263,paypal,41.6777777778
103,1,4.965339,creditcard,0.0
2000,1,5.034622,creditcard,1519.375
2000,1,4.745402,paypal,0.000694444444444
7,1,4.745402,creditcard,0.0
454,1,4.886641,creditcard,0.0
21,1,4.921349,creditcard,0.0
1966,1,4.745402,creditcard,0.0
138,1,4.057414,creditcard,0.000694444444444
185,1,4.748314,paypal,0.0
33,1,4.895263,paypal,0.0
2000,1,4.52458,creditcard,0.0
8,1,4.921318,creditcard,7.07083333333
151,1,4.895263,paypal,150.08125
28,1,5.034622,creditcard,0.0
17,1,5.040929,creditcard,0.0
1505,1,5.034622,creditcard,0.0
3,1,4.745402,creditcard,2.56944444444
2000,1,4.461622,creditcard,264.491666667
18,1,4.461622,creditcard,0.0
1407,1,4.745402,creditcard,0.0
547,1,3.483951,creditcard,0.0
36,1,4.921349,paypal,0.0
129,1,5.017904,creditcard,116.883333333
38,1,4.745402,paypal,37.8951388889
1014,1,5.040929,creditcard,0.509722222222
176,1,4.836982,creditcard,0.000694444444444
40,1,4.921349,creditcard,0.0
277,1,3.575983,storecredit,235.054861111
810,1,4.895263,creditcard,0.0
2,1,4.461622,creditcard,1.00763888889
196,1,4.962055,creditcard,0.000694444444444
2,1,3.954522,paypal,1.58402777778
26,1,4.962055,creditcard,25.8291666667
1870,1,4.962055,creditcard,0.349305555556
277,1,4.505662,creditcard,0.0
1565,1,4.52458,creditcard,0.000694444444444
591,2,4.921349,creditcard,0.0
1954,1,4.505662,paypal,0.0243055555556
37,1,4.52458,creditcard,36.5368055556
1265,1,4.52458,creditcard,298.619444444
176,1,5.017904,creditcard,0.00972222222222
607,1,4.921349,creditcard,0.00208333333333
125,2,4.836982,creditcard,124.122916667
2,1,4.52458,creditcard,0.0930555555556
151,1,4.876771,creditcard,0.0
1179,1,4.505662,creditcard,0.00138888888889
1963,1,4.505662,creditcard,1398.34027778
2000,1,4.745402,paypal,0.000694444444444
35,1,4.836982,paypal,27.7611111111
2000,1,4.921349,creditcard,0.000694444444444
2000,1,4.461622,creditcard,755.077083333
1314,1,5.040929,paypal,5.26875
57,1,5.017904,creditcard,56.53125
542,1,4.886641,creditcard,424.578472222
43,1,4.895263,creditcard,42.9125
2000,1,3.954522,creditcard,350.575694444
1992,1,4.745402,paypal,416.656944444
919,1,4.745402,creditcard,0.00277777777778
31,1,5.017904,creditcard,30.0458333333
744,1,4.52458,creditcard,155.978472222
2000,1,2.94894,creditcard,84.3993055556
1142,1,5.040929,creditcard,1.17361111111
275,1,4.965339,creditcard,0.0
2000,1,4.886641,creditcard,0.0
278,1,4.921349,creditcard,235.079861111
2000,1,5.040929,paypal,0.000694444444444
841,1,4.921349,creditcard,0.0
67,1,4.895263,creditcard,0.0
532,1,5.034622,creditcard,0.0
20,1,4.921349,creditcard,19.9909722222
1190,1,4.921349,creditcard,0.0
63,1,4.876771,creditcard,0.0
70,1,3.954522,creditcard,0.479861111111
9,1,4.876771,paypal,8.31666666667
1280,1,5.040929,paypal,1.99930555556
940,1,4.52458,paypal,59.3673611111
246,1,4.895263,creditcard,217.739583333
